mission,label,reason
"BUSINESS LOAN FUND: THE WHITE EARTH INVESTMENT INITIATIVE ENGAGES IN COMMUNITY ECONOMIC DEVELOPMENT SERVICES, TARGETING RESIDENTS OF THE WHITE EARTH RESERVATION AND OTHER NATIVE AMERICANS STATEWIDE. A TOTAL OF SEVEN LOANS WERE PROVIDED TO FOUR NATIVE AMERICANS, THREE LIVING WITHIN THE WHITE EARTH INDIAN RESERVATION BOUNDARIES AND ONE LIVING IN A NEARBY COMMUNITY. FOUR MICROLOANS TOTALING $66,336.64 WERE MADE TO MICROENTERPRISES. THE REMAINING TWO REAL ESTATE LOANS TOTALED $188,862.74. THE WHITE EARTH RESERVATION IS IN NEED OF COMMUNITY ECONOMIC DEVELOPMENT SERVICES, INCLUDING NEW BUSINESS INVESTMENT. IT HAS A 14.5 PERCENT UNEMPLOYMENT RATE, MEDIAN FAMILY INCOME OF JUST $45,219 AND A POVERTY RATE OF 22.6 PERCENT. CONSUMER LOAN FUND: 107 CONSUMER LOANS TOTALING $746,932.24 WERE CLOSED IN 2013. ALL RECIPIENTS LIVED WITHIN THE BOUNDARIES OF THE WHITE EARTH RESERVATION OR WERE NATIVE AMERICANS LIVING OFF-RESERVATION. COMMON USES OF FUNDS INCLUDED DEBT CONSOLIDATION, CAR REPAIR OR PURCHASE, CHRISTMAS LOANS, HOME HEATING FUEL PURCHASE, AND BILL PAYMENT. CONSUMERS TYPICALLY FACE BARRIERS TO MAINSTREAM CREDIT AND MAY HAVE TOO MUCH DEBT, HAVE DEBT THAT IS POORLY STRUCTURED OR MAY HAVE PROBLEMS MANAGING THEIR DEBT; FAVORABLE TERMS MAY INCLUDE LOWER-THAN STANDARD DOWN-PAYMENT, HIGHER LOAN-TO-VALUE RATIO, ETC. DEVELOPMENT SERVICES: WEII OFFERS HOMEBUYER EDUCATION, HOUSING COUNSELING AND TAXPAYER ASSISTANCE TO RESIDENTS OF THE WHITE EARTH RESERVATION AND SURROUNDING COMMUNITIES TO SUPPORT FINANCIAL LITERACY AND ACCESS TO AFFORDABLE FINANCIAL PRODUCTS AND SERVICES. IN 2013, 405 TAX RETURNS WERE FILED FREE OF CHARGE THROUGH THE TAX PREPARATION PROGRAM. SEVENTY-FOUR HOUSEHOLDS RECEIVED FREE HOUSING COUNSELING AND 54 HOUSEHOLDS ALSO PARTICIPATED IN FREE HOMEBUYER EDUCATION, HELPING TO PREPARE THEM FOR ASSET-BUILDING THROUGH HOMEOWNERSHIP.",0,"The summary focuses on community economic development, loans, and financial literacy without any mention of religious or faith-based concepts."
"BUILDING LEADERSHIP AND POWER OF LOW-INCOME WORKING CLASS RESIDENTS OF THE HILL DISTRICT ADVANCING RACIAL AND ECONOMIC JUSTICE IN NEIGHBORHOODS, SCHOOLS AND THE CITY. DUE TO THE COVID-19 PANDEMIC THE HILL DISTRICT CONSENSUS GROUP CREATED AND EMERGENCY ASSISTANCE AND GUIDANCE PROGRAM TO ASSIST THE RESIDENTS OF THE HILL DISTRICT WITH RENT, MORTGAGE, UTILITIES, FOOD, VACCINATIONS AND ADDITIONAL WRAP AROUND SERVICES. TO SUPPORT THE ORGANIZATIONS OF THE HILL DISTRICT CONSENSUS GROUP AND THEIR EFFORTS TO BRING ABOUT THE SOCIAL AND ECONOMIC REVITALIZATION OF THE HILL DISTRICT NEIGHBORHOOD.",0,The summary focuses on community support and economic justice without any mention of religious or faith-based concepts.
"PROVIDE RESOURCES AND SUPPORT GROUPS IN UNION COUNTY FOR FAMILIES OF CHILDREN WITH MENTAL, EMOTIONAL, AND BEHAVIORAL NEEDS.",0,"The summary focuses on providing resources and support for families of children with mental, emotional, and behavioral needs, which is a secular activity."
PROVIDE CLINICS AND SUMMER CAMP FOR THE FOOTBALL TEAM,0,"The summary focuses on providing clinics and a summer camp for a football team, which are secular activities."
"Provided job training and life skill programs for eight persons experiencing economic, social, and spritual struggles. These programs allowed the participants to earn wages, develop effective work habits, build character,and further their skills. Held 11 monthly outreach events serving over 1800 families. Provided freedinner, groceries, and clothing for all attendees. Hosted games, recreational activities, and outdoor evangelism. Held annual Christmas Jam program serving over 1800 families with the same services as listed above. Distributed 2500 toys to children ages 18 months to 18 years.",1,"The summary mentions 'spiritual struggles' and includes outreach events and evangelism, indicating a faith-based motivation."
COMMITTED TO PROVIDING STUDENTS OF DIVERSE BACKGROUNDS WITH THE OPPORTUNITY TO RECEIVE HIGH QUALITY TRAINING IN CLASSICAL DANCE.,0,"The summary focuses on providing training in classical dance, which is a secular activity and does not mention any religious or faith-based concepts."
"THE ENHANCING UNIVERSITY RESEARCH AND ENTREPRENEURIAL CAPACITY (""""EURECA"""") PROGRAM FOCUSES ON SCIENTIFIC AND TECHNICAL COOPERATION BETWEEN RUSSIAN AND AMERICAN UNIVERSITIES AND IS BEING IMPLEMENTED IN PARTNERSHIP WITH THE RUSSIAN MINISTRY OF EDUCATION AND SCIENCE. THE GOALS ARE TO: (1) DEVELOP A CULTURE OF INNOVATION AND ENTREPRENEURSHIP IN THE FIELDS OF SCIENCE AND TECHNOLOGY AMONG FACULTY, STUDENTS, AND RESEARCHERS; (2) CREATE INFRASTRUCTURE TO SUPPORT THE TRANSFER OF TECHNOLOGIES INTO PRODUCTION; (3) ATTRACT INTEREST FROM BUSINESSES AND UNIVERSITIES IN SPONSORING RESEARCH; (4) INTEGRATE RUSSIAN UNIVERSITIES INTO THE INTERNATIONAL SCIENTIFIC AND EDUCATIONAL SPACE AND SUPPORT THEIR ENTRY INTO THE COMMUNITY OF WORLD-CLASS INSTITUTIONS; (5) STRENGTHEN INNOVATION ECOSYSTEMS AND (CONTINUED ON SCHEDULE O) (CONTINUED) THE ROLE OF UNIVERSITIES IN REGIONAL DEVELOPMENT AND INNOVATION CLUSTERS; (6) DEVELOP STRONG RELATIONSHIPS WITH VENTURE CAPITAL FIRMS TO RAISE START-UP CAPITAL; AND (7) FORM MUTUALLY BENEFICIAL PARTNERSHIPS BETWEEN RESEARCH AND BUSINESS COMMUNITIES IN THE U.S. AND RUSSIA. TARGETED GRANTS TO SUPPORT THE ABOVE PURPOSES. PUBLIC POLICY INITIATIVES: THE YEGOR GAIDAR FELLOWSHIP PROGRAM IN ECONOMICS, NAMED IN HONOR OF THE FIRST MINISTER OF FINANCE OF THE RUSSIAN FEDERATION, SUPPORTS THE LONG-TERM DEVELOPMENT OF RUSSIA'S MARKET ECONOMY BY PROVIDING OPPORTUNITIES FOR LEADING RUSSIAN ECONOMISTS TO CONDUCT COLLABORATIVE RESEARCH WITH U.S. ECONOMIC EXPERTS. THE PROGRAM'S GOAL IS """"TO STRENGTHEN HUMAN CAPACITY AT RUSSIAN INSTITUTIONS IN DEVELOPING ENTREPRENEURSHIP, ECONOMIC DIVERSIFICATION, TECHNOLOGICAL INNOVATION, AND GLOBALIZATION."""" THE YEGOR GAIDAR SUMMER LEADERSHIP PROGRAM, JOINTLY ADMINISTERED WITH THE YEGOR GAIDAR FOUNDATION, WAS DESIGNED AND IS BEING IMPLEMENTED BY PURDUE UNIVERSITY. THE PROGRAM ENABLES YOUNG RUSSIAN LEADERS (THIRD AND FOURTH YEAR UNIVERSITY STUDENTS) FROM (CONTINUED ON SCHEDULE O) (CONTINUED) VARIOUS REGIONS OF RUSSIA TO ACQUIRE THE KNOWLEDGE, SKILLS, AND PRACTICAL EXPERIENCE NECESSARY FOR BUILDING A DYNAMIC MARKET ECONOMY. THE FOCUS IS ON ECONOMICS AND ENTREPRENEURSHIP. WORLD TRADE ORGANIZATION (""""WTO"""") PROGRAM HAS PROVIDED THE HIGHER MANAGEMENT SCHOOL OF THE RUSSIAN PRESIDENTIAL ACADEMY OF NATIONAL ECONOMY AND PUBLIC ADMINISTRATION WITH HIGH-LEVEL U.S. EXPERTISE IN WTO ISSUES FOR THEIR TRAINING SESSIONS. ENTREPRENEURIAL MUSEUM PROJECT (JOINT PROGRAM WITH THE POTANIN FOUNDATION) TO CONTINUE WITH OUR JOINT PROGRAM IN MUSEUM ENTREPRENEURSHIP. OUR ROLE IS TO HELP IDENTIFY U.S. EXPERTS WHO CAN PARTICIPATE IN A MAJOR CONFERENCE AND MUSEUM EXHIBITION IN MOSCOW. THIS SMALL PROGRAM REPRESENTS AN IMPORTANT STRATEGIC DIRECTION: TO WORK JOINTLY WITH A MAJOR RUSSIAN FOUNDATION IN THE AREA OF SOCIAL ENTREPRENEURSHIP. TARGETED GRANTS TO SUPPORT THE ABOVE PURPOSES. ECONOMIC DEVELOPMENT AND ENTREPRENEURSHIP INITIATIVES: TARGETED GRANTS UNDER $100,000 TO ORGANIZATIONS TO SUPPORT ECONOMIC DEVELOPMENT AND ENTREPRENEURSHIP. MISSION CRITERIA INCLUDE: (1) MULTIPLIER EFFECT; (2) REPLICABILITY ON A REGIONAL OR NATIONAL SCALE; (3) RESULTING SYSTEMIC OR POLICY CHANGE; AND (4) SUSTAINABILITY. RULE OF LAW INITIATIVES: EFFORTS TO SUPPORT THE MODERNIZATION OF THE RUSSIAN LEGAL EDUCATION SYSTEM SO THAT IT CAN PREPARE LAWYERS TO WORK EFFECTIVELY IN A GLOBAL MARKET ECONOMY. LEGAL EXCHANGE (""""LEX"""") PROGRAM: TO DEVELOP AND STRENGTHEN HUMAN CAPACITY AT RUSSIAN LEGAL INSTITUTIONS AND LAW FACULTIES THROUGH NEW CURRICULA IN THE AREA OF BUSINESS AND COMMERCIAL LAW, INNOVATIVE TEACHING METHODOLOGY BASED ON COMPETENCIES-BUILDING APPROACH, AND INCREASED COLLABORATION BETWEEN RUSSIAN AND U.S. UNIVERSITIES. THE GOALS ARE: (1) TO INCREASE THE CAPACITY OF RUSSIAN LAW FACULTIES TEACHING COMMERCIAL AND BUSINESS LAW TO FULFILL THE NEW STATE EDUCATIONAL STANDARDS INTRODUCING COMPETENCIES-BUILDING APPROACH; (2) ADOPTION BY RUSSIAN LAW FACULTIES OF EXPERIENTIAL LEARNING METHODOLOGY IN TEACHING COMMERCIAL AND BUSINESS LAW; (3) TO ADVANCE COLLABORATIVE EFFORTS BY RUSSIAN UNIVERSITIES TO IMPROVE TEACHING QUALIFICATIONS OF RUSSIAN LAW FACULTY; (4) THE DISSEMINATION OF BEST PRACTICES THROUGH FOUR UNIVERSITIES SERVING AS HUBS; AND (5) TO STRENGTHEN TIES BETWEEN RUSSIAN AND U.S. LAW SCHOOLS. TARGETED GRANTS TO SUPPORT THE ABOVE PURPOSES.",0,"The summary focuses on scientific, educational, and economic development initiatives without any mention of religious or faith-based concepts."
"THE YOUTH ROWING PROGRAM PROVIDES A POSITIVE, DEVELOPMENTAL AND COMPETITIVE ROWING EXPERIENCE FOR YOUTH IN SARASOTA, FL AND USES THE SPORT OF ROWING TO PROMOTE A STRONG CHARACTER, INTEGRITY, POSITIVE SELF-CONCEPT AND HEALTHFUL LIFESTYLE AMONG ITS STUDENT ATHLETES. THE REGATTA PROGRAM, WHICH INCLUDES SUMMER PROGRAMMING, CAMPS, AND CLINICS, PROVIDES A POSITIVE DEVELOPMENTAL AND COMPETITIVE ROWING EXPERINCE FOR YOUTH IN SARASOTA, FL AND USES THE SPORT OF ROWING TO PROMOTE A STRONG CHARACTER, INTEGRITY, POSITIVE SELF-CONCEPT, AND HEALTHFUL LIFESTYLE AMONG ITS STUDENT ACTIVIITES. ORGANIZATION HOLDS AN ANNUAL BANQUET AND OTHER PROGRAM RELATED EVENTS DURING THE YEAR.",0,"The summary focuses on a youth rowing program promoting character and health, with no mention of religious or faith-based concepts."
"THE WORK OF THE GLADES INITIATIVE TARGETS BOTH SERVICE PROVIDERS AND RESIDENTS OF THE GLADES COMMUNITIES BY INVESTIGATING SERVICE DELIVERY BARRIERS TO HEALTH AND HUMAN SERVICES, DEVELOPING STRATEGIES TO OVERCOME THOSE OBSTACLES AND IMPLEMENTING EFFECTIVE STRATEGIES. SOME OF OUR SERVICES TARGET PROVIDERS THROUGH INCREASED COLLABORATION AND COMMUNICATION, SUCH AS CULTURALLY APPROPRIATE TRAININGS, MEDICAL INTERPRETER TRAINING, NETWORKING MEETINGS FOR IDENTIFIED NEEDS, THE GLADES AREA RESOURCE GUIDE, GLADES COMMUNITY UPDATES, A WEEKLY EMAIL COMMUNICATION, WEB-BASED COMMUNITY CALENDAR AND ADVOCACY, WHILE OTHER SERVICES BENEFIT RESIDENTS DIRECTLY, THROUGH OUR BILINGUAL COMMUNITY RESOURCE EDUCATORS, WHO ASSIST RESIDENTS, WITH LIMITED ENGLISH, LOW LITERACY, AND LIMITED OR NO ACCESS TO COMPUTERS IN RECEIVING SERVICES. GLADES INITIATIVE EXPECTS TO INCREASE ACCESS TO SERVICES AND INFORMATION, REDUCE THE BARRIERS TO HEALTH AND HUMAN SERVICES, IMPACT MORE EFFECTIVE SERVICE PROVISION, AND INCREASE SERVICES TO RESIDENTS, RESULTING IN A HEALTHIER MORE PRODUCTIVE COMMUNITY. FOR MORE DETAILED PROGRAM INFORMATION SEE ATTACHED SCHEDULE O.",0,The summary focuses on improving access to health and human services and does not mention any religious or faith-based concepts.
CHURCH PROGRAM ACTIVITIESHUNDREDS OF PUBLIC INCLUDING REGULAR MEMBERS RECEIVED RELIGIOUS INSTRUCTIONS. ROYAL CLINIC FOR MEMBERS HEALTHCARE NEEDSSEVERAL CHURCH MEMBERS HEALTHCARE NEEDS WERE ADDRESSED.,1,"The summary mentions 'church', 'religious instructions', and addresses healthcare needs of church members, indicating a religious context."
Advanced restoration of 1922 Chevalier Theatre Mighty Wurlitzer Theatre Pipe Organ.,0,"The summary focuses on the restoration of a theater organ, which is a secular activity related to the arts."
"Teacher/student grants and projects, appreciation: classroom supplies, facilities design (All teachers and students benefit)",0,"The summary focuses on educational support and classroom supplies, which are secular activities."
Education relative to the history of Massachusetts,0,"The summary focuses on education and history, which are secular activities and do not mention any religious or faith-based concepts."
"The JJA presents performers, composers, writers and other professionals with monetary awards in recognition of their accomplishments/achievements in Jazz music, recordings, presentation and journalism. The JJA presents all its Awards as an assertion that informed, professional, independent coverage of jazz across genre is vital to the preservation and promotion of contemporary music, for new and established audiences alike.",0,"The summary focuses on jazz music and its promotion, with no mention of religious or faith-based concepts."
CHARITABLE GIVING,0,The summary focuses on charitable giving without any mention of religious or faith-based concepts.
TO RAISE FUNDS IN ORDER TO PROVIDE SCHOLARSHIPS AND GRANTS TO DESERVING HIGH SCHOOL STUDENTS OF THE TRI-COUNTY REGIONAL VOCATIONAL TECHNICAL SCHOOL WHO WISH TO SEEK A COLLEGE EDUCATION. ONE STUDENT WAS AWARDED A SCHOLARSHIPS IN THE CURRENT YEAR.,0,"The summary focuses on providing scholarships and grants for education, which is a secular activity and does not mention any religious or faith-based concepts."
"THE ORGANIZATION HAS SERVED THOUSANDS OF PEOPLE COVERING THIRTY-FIVE COUNTIES IN EAST TEXAS. IT HAS HELD NUMEROUS EDUCATIONAL WORKSHOPS ON TOPICS FROM HISTORICAL MARKERS, MARKETING LOCAL MUSEUMS, EXHIBIT DESIGN, PRESERVATION OF HISTORIC LANDMARKS, AND PROMOTING NATURE TOURISM. THE WEBSITE OFFERS SEVERAL NEWLETTERS THAT CAN BE DOWNLOADED.",0,"The summary focuses on educational workshops and promoting tourism, which are secular activities without any mention of religious or faith-based concepts."
"REED ACADEMY, INC. IS AN APPROVED NEW JERSEY STATE DEPARTMENT OF EDUCATION PRIVATE SCHOOL FOR STUDENTS WITH DISABILITIES. THEY USE A SCIENCE BASED APPROACH TO PROVIDE STATE OF THE ART SERVICES TO INDIVIDUALS WITH AUTISM AND PRESCHOOL DISABILITIES. PROVIDE INTENSIVE HOME AND COMMUNITY BASED SUPPORT AND PARENT TRAINING SERVICES FOR INDIVIDUALS WITH AUTISM WHILE PROVIDING INTENSIVE INSTRUCTUON AND TRAINING IN SCIENCE BASED TEACHING STRATEGIES AND DATA COLLECTION TECHNIQUES FOR INDIVIDUALS ON THE SPECTRUM AND THEIR FAMILIES. THE PROGRAM ALSO PROVIDES TRAINING AND SUPERVISION TO PROFESSIONALS LOOKING TO ADVANCE THEIR KNOWLEDGE IN THE FIELD OF APPLIED BEHAVIOR ANALYSIS.",0,The summary focuses on educational services for individuals with disabilities and does not mention any religious or faith-based concepts.
"CLIENT AND COMMUNITY SERVICES - REPRESENTS PROGRAMS FOR DETECTING MS, IMPROVING COMMUNITY HEALTH PRACTICES, SUPPORTING MS CARE CENTERS AND PROVIDING PHYSICIANS AND OTHER HEALTH PROFESSIONALS WITH ASSISTANCE TO BETTER SERVE PEOPLE WITH MS. PUBLIC EDUCATION - REPRESENTS PROGRAMS CONDUCTED FOR THE PURPOSE OF INFORMING AND ALERTING THE GENERAL PUBLIC ABOUT ms AND ITS VARIOUS MANIFESTATIONS. RESEARCH - REPRESENTS COSTS OR EXPENSES INCURRED WHILE CONDUCTING A PROGRAM IN WHICH NEW KNOWLEDGE IS BEING SOUGHT TO FIND CURES OR aLLEVIATIONS OF ms.",0,"The summary focuses on healthcare services and public education related to multiple sclerosis, with no mention of religious or faith-based concepts."
"THE ORGANIZATION'S PROGRAMS AND SERVICES ENHANCING THE SOUTH BROADWAY YONKERS DISTRICT INCLUDE: EXTENSIVE RENOVATIONS AND IMPROVEMENTS IN LINCOLN PARK WHICH INCLUDE INSTALLING THE PUBLIC SAFETY KIOSK AND THE REOPENING AND MAINTENANCE OF THE PUBLIC RESTROOMS. THIS, ALONG WITH THE LANDSCAPING MAKEOVER, HAVE REVITALIZED LINCOLN PARK AND RETURNED IT TO ITS TRUE FORM AS THE """"JEWEL IN THE CROWN OF SOUTH BROADWAY."""" OTHER ENHANCEMENTS IN THE DISTRICT INCLUDE STOREFRONT SIGNAGE; BUILDING RENOVATIONS; FACADE IMPROVEMENTS; VIDEO MONITORING EQUIPMENT; STREET FURNITURE; LANDSCAPING; DECORATIVE CONCRETE STREET PLANTERS; HOLIDAY LIGHTING AND DAILY STREET CLEANING. THE ORGANIZATION ALSO PROMOTES ECONOMIC ACTIVITY ON SOUTH BROADWAY THROUGH THE PRODUCTION OF A MARKETING BROCHURE AS WELL AS OTHER PROMOTION AND ADVOCACY ACTIVITIES ON BEHALF OF THE SMALL BUSINESSES.",0,The summary focuses on community improvements and economic activity without any mention of religious or faith-based concepts.
FOUNDATION DEDICATED TO RAISING FUNDS WHICH WILL BE DIRECTED TOWARD RAISING AWARENESS ABOUT CYSTIC FIBROSIS AND FUNDING RESEARCH IN THE MEDICAL CARE AND TREATMENT OF PERSONS WHO SUFFER FROM CYSTIC FIBROSIS.,0,"The summary focuses on raising awareness and funding for cystic fibrosis research, which is a secular activity and does not mention any religious or faith-based concepts."
"NECESSARY AND ORDINARY SUPPLIES FOR THE CLASSROOMS, INCLUDING DIRECT SALES OF T-SHIRTS, SWEAT SHIRTS, AND YEARBOOKS FOR THE STUDENT BODY OF KREY ELEMENTARY.",0,"The summary focuses on providing supplies and merchandise for a school, which is a secular activity."
"THE RESCUE CENTER IS DEDICATED TO GIVING ANIMALS A SAFE, CLEAN, HEALTHY AND",0,"The summary focuses on providing a safe and healthy environment for animals, which is a secular activity and does not mention any religious or faith-based concepts."
MISSION TRAINING CAMPS FOR 26 CHRISTIAN RETIREES & MISSION MINDED CHRISTIAN MISSIONARIES DURING 3/22/21-5/31/21 & 8/23/21-11/7/21 VIA ZOOM DUE TO COVID-19.,1,"The summary mentions 'Christian' and 'missionaries', indicating a religious focus."
SERVICES AND EVENTS WERE HELD FOR HUNDREDS OF PEOPLE THROUGHOUT THE YEAR TO ENLIGHTEN THE ATTENDEES ABOUT THEJEWISH FAITH.,1,"The summary mentions the Jewish faith, indicating a religious focus."
"FAUNA SANCTUARY WAS ONE OF THE KEY PLAYERS IN THE CREATION OF THE NORTH AMERICAN PRIMATE SANCTUARY ALLIANCE, ALONG WITH THE SIX OTHER CHIMPANZEE SANCTUARIES IN THE U.S. THE MISSION OF NAPSA IS """"TO ADVANCE THE WELFARE OF CAPTIVE PRIMATES THROUGH EXCEPTIONAL SANCTUARY CARE, COLLABORATION AND OUTREACH"""". THE SECOND MAJOR ACHIEVEMENT FOR FAUNA SANCTUARY WAS RECEIVING ACCREDITATION FROM THE GLOBAL FEDERATION OF ANIMAL SANCTUARIES (GFAS). THESE TWO MAJOR ALLIANCES AND ACCREDITATIONS SHOW THE QUALITY OF CARE THE ORGANIZATION PROVIDES TO THEIR ANIMALS AND THEIR DEDICATION TO THE CAUSE.",0,"The summary focuses on animal welfare and sanctuary care, which are secular activities and do not mention any religious or faith-based concepts."
CONDUCTING RESEARCH OF NEEDED TECHNOLOGY AND APPLICATIONS TO DEVELOP STRATEGY AND PLANNING TOOLS FOR HOMELAND PROTECTION TRAINING AND TESTING PROJECTS.,0,"The summary focuses on research and technology for homeland protection, which is a secular activity and does not mention any religious or faith-based concepts."
SALES TAX RECEIVED FROM THE CITY OF THORNDALE TO FUND THORNDALE EDC ECONOMIC DEVELOPMENT PROJECTS. EXPENSES SPENT IN FUNDING THORNDALE EDC ECONOMIC DEVELOPMENT PROJECTS.,0,The summary focuses on economic development projects and does not mention any religious or faith-based concepts.
